14:34:02.750138 IP 192.168.56.1.netbios-ns > 192.168.56.255.netbios-ns: NBT UDP PACKET(137): QUERY; REQUEST; BROADCAST
14:34:11.093093 IP 204.79.197.200.http > 192.168.48.128.1083: Flags [P.], seq 258073:258074, ack 2349, win 64240, length 1
14:34:11.093280 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 196754, win 64240, length 0
14:34:11.093585 IP 204.79.197.200.http > 192.168.48.128.1083: Flags [P.], seq 258074:260993, ack 2349, win 64240, length 2919
14:34:11.093680 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 198214, win 64240, length 0
14:34:11.093728 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 201134, win 64240, length 0
14:34:11.093927 IP 204.79.197.200.http > 192.168.48.128.1083: Flags [P.], seq 260993:265373, ack 2349, win 64240, length 4380
14:34:11.094049 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 204054, win 62780, length 0
14:34:11.094082 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 206974, win 59860, length 0
14:34:11.094204 IP 204.79.197.200.http > 192.168.48.128.1083: Flags [.], seq 265373:266833, ack 2349, win 64240, length 1460
14:34:11.094242 IP 204.79.197.200.http > 192.168.48.128.1083: Flags [P.], seq 266833:266834, ack 2349, win 64240, length 1
14:34:11.094307 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 209894, win 56940, length 0
14:34:11.095036 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 212814, win 54020, length 0
14:34:11.095092 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 215734, win 51100, length 0
14:34:11.095121 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 218654, win 48180, length 0
14:34:11.095148 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 221574, win 45260, length 0
14:34:11.095178 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 224494, win 42340, length 0
14:34:11.095227 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 227414, win 39420, length 0
14:34:11.095466 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 230334, win 36500, length 0
14:34:11.095682 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 233254, win 33580, length 0
14:34:11.095947 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 236174, win 30660, length 0
14:34:11.096196 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 239094, win 27740, length 0
14:34:11.096501 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 242014, win 24820, length 0
14:34:11.096749 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 244934, win 21900, length 0
14:34:11.097023 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 247854, win 18980, length 0
14:34:11.097276 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 250774, win 16060, length 0
14:34:11.097530 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 253694, win 13140, length 0
14:34:11.097775 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 256614, win 10220, length 0
14:34:11.098041 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 258074, win 8760, length 0
14:34:11.098287 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 260993, win 5841, length 0
14:34:11.098572 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 263913, win 2921, length 0
14:34:11.098818 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 266833, win 1, length 0
14:34:11.169494 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 266834, win 64240, length 0
14:34:11.170356 IP 204.79.197.200.http > 192.168.48.128.1083: Flags [P.], seq 266834:331073, ack 2349, win 64240, length 64239
14:34:11.174942 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 331073, win 1, length 0
14:34:11.175177 IP 204.79.197.200.http > 192.168.48.128.1083: Flags [P.], seq 331073:331074, ack 2349, win 64240, length 1
14:34:11.175988 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 331074, win 64239, length 0
14:34:11.176648 IP 204.79.197.200.http > 192.168.48.128.1083: Flags [P.], seq 331074:374185, ack 2349, win 64240, length 43111
14:34:11.177780 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 333994, win 61319, length 0
14:34:11.177856 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 336914, win 58399, length 0
14:34:11.177889 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 339834, win 55479, length 0
14:34:11.178075 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 342754, win 52559, length 0
14:34:11.178224 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 345674, win 49639, length 0
14:34:11.178357 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 348594, win 46719, length 0
14:34:11.178501 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 351514, win 43799, length 0
14:34:11.178725 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 354434, win 40879, length 0
14:34:11.178860 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 357354, win 37959, length 0
14:34:11.179015 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 360274, win 35039, length 0
14:34:11.179167 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 363194, win 32119, length 0
14:34:11.179308 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 366114, win 29199, length 0
14:34:11.179377 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 369034, win 26279, length 0
14:34:11.179562 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 371954, win 23359, length 0
14:34:11.179714 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 374185, win 21128, length 0
14:34:11.180418 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [.], ack 374185, win 64240, length 0
14:34:11.264552 IP 192.168.48.128.1084 > 204.79.197.200.http: Flags [P.], seq 2456:3050, ack 51084, win 64240, length 594
14:34:11.264944 IP 204.79.197.200.http > 192.168.48.128.1084: Flags [.], ack 3050, win 64240, length 0
14:34:11.267236 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [P.], seq 2349:2961, ack 374185, win 64240, length 612
14:34:11.267613 IP 204.79.197.200.http > 192.168.48.128.1083: Flags [.], ack 2961, win 64240, length 0
14:34:11.268995 IP 192.168.48.128.1083 > 204.79.197.200.http: Flags [R], seq 3168315551, win 0, length 0
14:34:11.290829 IP 204.79.197.200.http > 192.168.48.128.1084: Flags [P.], seq 51084:64113, ack 3050, win 64240, length 13029
14:34:11.296297 IP 192.168.48.128.1084 > 204.79.197.200.http: Flags [.], ack 54004, win 64240, length 0
14:34:11.296389 IP 192.168.48.128.1084 > 204.79.197.200.http: Flags [.], ack 56924, win 64240, length 0
14:34:11.296500 IP 192.168.48.128.1084 > 204.79.197.200.http: Flags [.], ack 59844, win 64240, length 0
14:34:11.296539 IP 192.168.48.128.1084 > 204.79.197.200.http: Flags [.], ack 62764, win 61320, length 0
14:34:11.300585 IP 192.168.48.128.1084 > 204.79.197.200.http: Flags [.], ack 64113, win 63731, length 0
14:34:11.303436 IP 192.168.48.128.1084 > 204.79.197.200.http: Flags [P.], seq 3050:3662, ack 64113, win 63731, length 612
14:34:11.303970 IP 204.79.197.200.http > 192.168.48.128.1084: Flags [.], ack 3662, win 64240, length 0
14:34:11.304614 IP 192.168.48.128.1084 > 204.79.197.200.http: Flags [R], seq 3168389603, win 0, length 0
14:34:11.308190 IP 192.168.48.128.1085 > 204.79.197.200.http: Flags [S], seq 3168623057, win 64240, options [mss 1460,nop,nop,sackOK], length 0
14:34:11.316761 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [S], seq 3168687847, win 64240, options [mss 1460,nop,nop,sackOK], length 0
14:34:11.321331 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [S], seq 3168751644, win 64240, options [mss 1460,nop,nop,sackOK], length 0
14:34:11.338965 IP 204.79.197.200.http > 192.168.48.128.1085: Flags [S.], seq 1784169305, ack 3168623058, win 64240, options [mss 1460], length 0
14:34:11.339301 IP 192.168.48.128.1085 > 204.79.197.200.http: Flags [R], seq 3168623058, win 0, length 0
14:34:11.340733 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [S.], seq 337977156, ack 3168687848, win 64240, options [mss 1460], length 0
14:34:11.341016 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
14:34:11.341412 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [P.], seq 1:613, ack 1, win 64240, length 612
14:34:11.341867 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [.], ack 613, win 64240, length 0
14:34:11.347424 IP 204.79.197.200.http > 192.168.48.128.1087: Flags [S.], seq 311563030, ack 3168751645, win 64240, options [mss 1460], length 0
14:34:11.347681 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
14:34:11.348136 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [P.], seq 1:765, ack 1, win 64240, length 764
14:34:11.348587 IP 204.79.197.200.http > 192.168.48.128.1087: Flags [.], ack 765, win 64240, length 0
14:34:11.368056 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 1:17521, ack 613, win 64240, length 17520
14:34:11.368583 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 17521:21901, ack 613, win 64240, length 4380
14:34:11.368731 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 2921, win 64240, length 0
14:34:11.369000 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 5841, win 64240, length 0
14:34:11.369080 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 8761, win 64240, length 0
14:34:11.369573 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 11681, win 61320, length 0
14:34:11.369622 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 14601, win 58400, length 0
14:34:11.369648 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 17521, win 55480, length 0
14:34:11.369674 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 20441, win 52560, length 0
14:34:11.369840 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 21901, win 54860, length 0
14:34:11.370082 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 21901, win 64240, length 0
14:34:11.370757 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 21901:23361, ack 613, win 64240, length 1460
14:34:11.391499 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 23361:24821, ack 613, win 64240, length 1460
14:34:11.391822 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 24821, win 64240, length 0
14:34:11.396136 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 24821:42341, ack 613, win 64240, length 17520
14:34:11.396833 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 27741, win 64240, length 0
14:34:11.397088 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 30661, win 64240, length 0
14:34:11.397152 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 33581, win 64240, length 0
14:34:11.397195 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 36501, win 61320, length 0
14:34:11.397222 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 39421, win 58400, length 0
14:34:11.397314 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 42341, win 55480, length 0
14:34:11.397805 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 42341:46721, ack 613, win 64240, length 4380
14:34:11.397925 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 42341, win 64240, length 0
14:34:11.398072 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 45261, win 61320, length 0
14:34:11.398412 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 46721, win 63620, length 0
14:34:11.399487 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 46721:58401, ack 613, win 64240, length 11680
14:34:11.399897 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 49641, win 64240, length 0
14:34:11.399990 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 52561, win 64240, length 0
14:34:11.400019 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 55481, win 64240, length 0
14:34:11.400062 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 58401, win 61320, length 0
14:34:11.416131 IP 204.79.197.200.http > 192.168.48.128.1087: Flags [P.], seq 1:362, ack 765, win 64240, length 361
14:34:11.417012 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 58401, win 64240, length 0
14:34:11.421343 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 58401:67161, ack 613, win 64240, length 8760
14:34:11.421890 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 61321, win 64240, length 0
14:34:11.422291 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 64241, win 64240, length 0
14:34:11.422655 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 67161, win 64240, length 0
14:34:11.423976 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 67161:83221, ack 613, win 64240, length 16060
14:34:11.424391 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 70081, win 61320, length 0
14:34:11.424734 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 73001, win 58400, length 0
14:34:11.424835 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 75921, win 55480, length 0
14:34:11.425023 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 78841, win 52560, length 0
14:34:11.425312 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 81761, win 49640, length 0
14:34:11.426813 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 83221:103661, ack 613, win 64240, length 20440
14:34:11.427981 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 103661:109501, ack 613, win 64240, length 5840
14:34:11.428495 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 84681, win 46720, length 0
14:34:11.428944 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 87601, win 43800, length 0
14:34:11.429501 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 90521, win 40880, length 0
14:34:11.430088 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 93441, win 37960, length 0
14:34:11.430384 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 96361, win 35040, length 0
14:34:11.430538 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 99281, win 32120, length 0
14:34:11.430664 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 102201, win 29200, length 0
14:34:11.430874 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 105121, win 26280, length 0
14:34:11.431134 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 108041, win 23360, length 0
14:34:11.437651 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 109501, win 64240, length 0
14:34:11.450383 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 109501:116801, ack 613, win 64240, length 7300
14:34:11.450704 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 112421, win 64240, length 0
14:34:11.450782 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 115341, win 64240, length 0
14:34:11.451836 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 116801:124101, ack 613, win 64240, length 7300
14:34:11.452339 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 118261, win 64240, length 0
14:34:11.452708 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 121181, win 61320, length 0
14:34:11.453084 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 124101, win 58400, length 0
14:34:11.454814 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 124101:146001, ack 613, win 64240, length 21900
14:34:11.455215 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 127021, win 55480, length 0
14:34:11.455297 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 129941, win 52560, length 0
14:34:11.455512 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 132861, win 49640, length 0
14:34:11.455657 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 135781, win 46720, length 0
14:34:11.455803 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 138701, win 43800, length 0
14:34:11.455968 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 141621, win 40880, length 0
14:34:11.456117 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 144541, win 37960, length 0
14:34:11.457497 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 146001:163521, ack 613, win 64240, length 17520
14:34:11.458450 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 163521:167901, ack 613, win 64240, length 4380
14:34:11.459266 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 167901:170821, ack 613, win 64240, length 2920
14:34:11.459524 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 170821:175201, ack 613, win 64240, length 4380
14:34:11.459616 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 147461, win 35040, length 0
14:34:11.459675 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 150381, win 32120, length 0
14:34:11.459722 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 153301, win 29200, length 0
14:34:11.459750 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 156221, win 26280, length 0
14:34:11.459777 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 159141, win 23360, length 0
14:34:11.459803 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 162061, win 20440, length 0
14:34:11.460055 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 164981, win 17520, length 0
14:34:11.460215 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 167901, win 14600, length 0
14:34:11.460429 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 170821, win 11680, length 0
14:34:11.460570 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 173741, win 8760, length 0
14:34:11.467591 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [P.], seq 765:1330, ack 362, win 63879, length 565
14:34:11.468066 IP 204.79.197.200.http > 192.168.48.128.1087: Flags [.], ack 1330, win 64240, length 0
14:34:11.468361 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 175201, win 64240, length 0
14:34:11.478950 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 175201:182501, ack 613, win 64240, length 7300
14:34:11.479544 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 178121, win 64240, length 0
14:34:11.480038 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 181041, win 64240, length 0
14:34:11.481272 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 182501:183961, ack 613, win 64240, length 1460
14:34:11.484105 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 183961:201481, ack 613, win 64240, length 17520
14:34:11.484690 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 201481:204401, ack 613, win 64240, length 2920
14:34:11.485280 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 183961, win 64240, length 0
14:34:11.485836 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 186881, win 61320, length 0
14:34:11.486384 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 189801, win 58400, length 0
14:34:11.487071 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 204401:221921, ack 613, win 64240, length 17520
14:34:11.488006 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 221921:226301, ack 613, win 64240, length 4380
14:34:11.488295 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 192721, win 55480, length 0
14:34:11.488700 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 195641, win 52560, length 0
14:34:11.488788 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 198561, win 49640, length 0
14:34:11.489702 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 226301:239441, ack 613, win 64240, length 13140
14:34:11.489881 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 201481, win 46720, length 0
14:34:11.489937 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 204401, win 43800, length 0
14:34:11.489965 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 207321, win 40880, length 0
14:34:11.490134 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 210241, win 37960, length 0
14:34:11.490276 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 213161, win 35040, length 0
14:34:11.490433 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 216081, win 32120, length 0
14:34:11.490574 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 219001, win 29200, length 0
14:34:11.490731 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 221921, win 26280, length 0
14:34:11.490877 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 224841, win 23360, length 0
14:34:11.491069 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 227761, win 20440, length 0
14:34:11.491213 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 230681, win 17520, length 0
14:34:11.492249 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 239441:248201, ack 613, win 64240, length 8760
14:34:11.493291 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 233601, win 14600, length 0
14:34:11.493403 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 236521, win 11680, length 0
14:34:11.493567 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 239441, win 8760, length 0
14:34:11.493727 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 242361, win 5840, length 0
14:34:11.493850 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 245281, win 2920, length 0
14:34:11.493970 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 248201, win 0, length 0
14:34:11.494116 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [.], seq 248201:248202, ack 613, win 64240, length 1
14:34:11.496221 IP 204.79.197.200.http > 192.168.48.128.1087: Flags [P.], seq 362:1822, ack 1330, win 64240, length 1460
14:34:11.499555 IP 204.79.197.200.http > 192.168.48.128.1087: Flags [.], seq 1822:20802, ack 1330, win 64240, length 18980
14:34:11.499759 IP 204.79.197.200.http > 192.168.48.128.1087: Flags [P.], seq 20802:23722, ack 1330, win 64240, length 2920
14:34:11.499906 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 248201, win 0, length 0
14:34:11.500203 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 3282, win 64240, length 0
14:34:11.500363 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 6202, win 64240, length 0
14:34:11.500639 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 9122, win 64240, length 0
14:34:11.501090 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 12042, win 61320, length 0
14:34:11.501611 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 14962, win 58400, length 0
14:34:11.501832 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 17882, win 55480, length 0
14:34:11.501982 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 20802, win 52560, length 0
14:34:11.502172 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 23722, win 49640, length 0
14:34:11.526096 IP 204.79.197.200.http > 192.168.48.128.1087: Flags [P.], seq 23722:41242, ack 1330, win 64240, length 17520
14:34:11.526276 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 248201, win 64240, length 0
14:34:11.527312 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 26642, win 46720, length 0
14:34:11.527766 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 248201:312440, ack 613, win 64240, length 64239
14:34:11.529295 IP 204.79.197.200.http > 192.168.48.128.1087: Flags [P.], seq 41242:48542, ack 1330, win 64240, length 7300
14:34:11.529480 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 29562, win 43800, length 0
14:34:11.529522 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 32482, win 40880, length 0
14:34:11.530310 IP 204.79.197.200.http > 192.168.48.128.1087: Flags [P.], seq 48542:57302, ack 1330, win 64240, length 8760
14:34:11.530591 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 35402, win 37960, length 0
14:34:11.530789 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 38322, win 35040, length 0
14:34:11.530954 IP 192.168.48.128.1087 > 204.79.197.200.http: Flags [.], ack 41242, win 32120, length 0
14:34:11.531192 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 251121, win 61320, length 0
14:34:11.531346 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 254041, win 58400, length 0
14:34:11.531471 IP 204.79.197.200.http > 192.168.48.128.1086: Flags [P.], seq 312440:312441, ack 613, win 64240, length 1
14:34:11.531733 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 256961, win 55480, length 0
14:34:11.532118 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 259881, win 52560, length 0
14:34:11.532391 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 262801, win 49640, length 0
14:34:11.532766 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 265721, win 46720, length 0
14:34:11.533130 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 268641, win 43800, length 0
14:34:11.533208 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 271561, win 40880, length 0
14:34:11.533353 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 274481, win 37960, length 0
14:34:11.533578 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 277401, win 35040, length 0
14:34:11.533723 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 280321, win 32120, length 0
14:34:11.533844 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 283241, win 29200, length 0
14:34:11.533983 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 286161, win 26280, length 0
14:34:11.534100 IP 192.168.48.128.1086 > 204.79.197.200.http: Flags [.], ack 289081, win 23360, length 0
