15:45:26.313041 ARP, Request who-has 192.168.48.128 (Broadcast) tell 192.168.48.131, length 46
15:45:26.314163 ARP, Reply 192.168.48.128 is-at 00:0c:29:cb:2e:54 (oui Unknown), length 46
15:45:26.509918 IP 192.168.48.131.41718 > 192.168.48.2.domain: 21689+ PTR? 128.48.168.192.in-addr.arpa. (45)
15:45:26.516143 IP 192.168.48.2.domain > 192.168.48.131.41718: 21689 NXDomain 0/1/0 (113)
15:45:26.530371 IP 192.168.48.131.59445 > 192.168.48.128.1025: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.421144 IP 192.168.48.128.ripd > 192.168.48.131.59447: Flags [R.], seq 0, ack 2624281178, win 0, length 0
15:45:29.422269 IP 192.168.48.131.59447 > 192.168.48.128.5631: Flags [S], seq 2624281177, win 1024, options [mss 1460], length 0
15:45:29.422543 IP 192.168.48.128.5631 > 192.168.48.131.59447: Flags [R.], seq 0, ack 2624281178, win 0, length 0
15:45:29.423179 IP 192.168.48.131.59447 > 192.168.48.128.880: Flags [S], seq 2624281177, win 1024, options [mss 1460], length 0
15:45:29.423452 IP 192.168.48.128.880 > 192.168.48.131.59447: Flags [R.], seq 0, ack 2624281178, win 0, length 0
15:45:29.423936 IP 192.168.48.131.59447 > 192.168.48.128.3914: Flags [S], seq 2624281177, win 1024, options [mss 1460], length 0
15:45:29.424195 IP 192.168.48.128.3914 > 192.168.48.131.59447: Flags [R.], seq 0, ack 2624281178, win 0, length 0
15:45:29.425882 IP 192.168.48.131.59447 > 192.168.48.128.6543: Flags [S], seq 2624281177, win 1024, options [mss 1460], length 0
15:45:29.426152 IP 192.168.48.128.6543 > 192.168.48.131.59447: Flags [R.], seq 0, ack 2624281178, win 0, length 0
15:45:29.426677 IP 192.168.48.131.59447 > 192.168.48.128.1108: Flags [S], seq 2624281177, win 1024, options [mss 1460], length 0
15:45:29.426932 IP 192.168.48.128.1108 > 192.168.48.131.59447: Flags [R.], seq 0, ack 2624281178, win 0, length 0
15:45:29.427385 IP 192.168.48.131.59447 > 192.168.48.128.55056: Flags [S], seq 2624281177, win 1024, options [mss 1460], length 0
15:45:29.427630 IP 192.168.48.128.55056 > 192.168.48.131.59447: Flags [R.], seq 0, ack 2624281178, win 0, length 0
15:45:29.428005 IP 192.168.48.131.59447 > 192.168.48.128.55055: Flags [S], seq 2624281177, win 1024, options [mss 1460], length 0
15:45:29.428277 IP 192.168.48.128.55055 > 192.168.48.131.59447: Flags [R.], seq 0, ack 2624281178, win 0, length 0
15:45:29.432275 IP 192.168.48.131.59446 > 192.168.48.128.49158: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.432779 IP 192.168.48.128.49158 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.433889 IP 192.168.48.131.59446 > 192.168.48.128.ms-sql-m: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.434543 IP 192.168.48.128.ms-sql-m > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.436056 IP 192.168.48.131.59446 > 192.168.48.128.2020: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.436479 IP 192.168.48.128.2020 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.437949 IP 192.168.48.131.59446 > 192.168.48.128.407: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.438370 IP 192.168.48.128.407 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.438981 IP 192.168.48.131.59447 > 192.168.48.128.1233: Flags [S], seq 2624281177, win 1024, options [mss 1460], length 0
15:45:29.439223 IP 192.168.48.128.1233 > 192.168.48.131.59447: Flags [R.], seq 0, ack 2624281178, win 0, length 0
15:45:29.517581 IP 192.168.48.131.59445 > 192.168.48.128.9595: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.517786 IP 192.168.48.131.59445 > 192.168.48.128.19101: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.517939 IP 192.168.48.131.59445 > 192.168.48.128.16993: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.518120 IP 192.168.48.131.59445 > 192.168.48.128.280: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.518259 IP 192.168.48.131.59445 > 192.168.48.128.32: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.518442 IP 192.168.48.131.59445 > 192.168.48.128.6510: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.518782 IP 192.168.48.131.59445 > 192.168.48.128.49154: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.518945 IP 192.168.48.131.59445 > 192.168.48.128.5009: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.519087 IP 192.168.48.131.59445 > 192.168.48.128.10009: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.519216 IP 192.168.48.131.59445 > 192.168.48.128.search: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.519570 IP 192.168.48.128.9595 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.519654 IP 192.168.48.128.19101 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.519917 IP 192.168.48.128.16993 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.519993 IP 192.168.48.128.280 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.520268 IP 192.168.48.128.32 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.520345 IP 192.168.48.128.6510 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.520702 IP 192.168.48.128.49154 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.520786 IP 192.168.48.128.5009 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.521047 IP 192.168.48.128.10009 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.521625 IP 192.168.48.128.search > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.618121 IP 192.168.48.131.59446 > 192.168.48.128.19101: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.618604 IP 192.168.48.128.19101 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.619153 IP 192.168.48.131.59446 > 192.168.48.128.9595: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.619412 IP 192.168.48.128.9595 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.622771 IP 192.168.48.131.59446 > 192.168.48.128.search: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.623246 IP 192.168.48.131.59446 > 192.168.48.128.10009: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.623357 IP 192.168.48.128.search > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.623487 IP 192.168.48.128.10009 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.624095 IP 192.168.48.131.59446 > 192.168.48.128.5009: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.625679 IP 192.168.48.128.5009 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.626328 IP 192.168.48.131.59446 > 192.168.48.128.49154: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.626636 IP 192.168.48.128.49154 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.627116 IP 192.168.48.131.59446 > 192.168.48.128.6510: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.627358 IP 192.168.48.128.6510 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.627822 IP 192.168.48.131.59446 > 192.168.48.128.32: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.628059 IP 192.168.48.128.32 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.628510 IP 192.168.48.131.59446 > 192.168.48.128.280: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.628784 IP 192.168.48.128.280 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.629292 IP 192.168.48.131.59446 > 192.168.48.128.16993: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.629522 IP 192.168.48.128.16993 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.669016 IP 192.168.48.128.1026 > 192.168.48.2.domain: 15+ A? bing.com. (26)
15:45:29.672674 IP 192.168.48.2.domain > 192.168.48.128.1026: 15 1/4/4 A 204.79.197.200 (188)
15:45:29.676919 IP 192.168.48.128.1114 > 204.79.197.200.http: Flags [S], seq 4112753647, win 64240, options [mss 1460,nop,nop,sackOK], length 0
15:45:29.702936 IP 204.79.197.200.http > 192.168.48.128.1114: Flags [S.], seq 1143091743, ack 4112753648, win 64240, options [mss 1460], length 0
15:45:29.703711 IP 192.168.48.128.1114 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
15:45:29.705932 IP 192.168.48.128.1114 > 204.79.197.200.http: Flags [P.], seq 1:386, ack 1, win 64240, length 385
15:45:29.706488 IP 204.79.197.200.http > 192.168.48.128.1114: Flags [.], ack 386, win 64240, length 0
15:45:29.718904 IP 192.168.48.131.59445 > 192.168.48.128.7402: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.719170 IP 192.168.48.128.7402 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.719559 IP 192.168.48.131.59445 > 192.168.48.128.90: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.719805 IP 192.168.48.128.90 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.720032 IP 192.168.48.131.59445 > 192.168.48.128.5718: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.720261 IP 192.168.48.128.5718 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.720494 IP 192.168.48.131.59445 > 192.168.48.128.2006: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.720721 IP 192.168.48.128.2006 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.721226 IP 192.168.48.131.59445 > 192.168.48.128.902: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.721678 IP 192.168.48.128.902 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.722971 IP 192.168.48.131.59445 > 192.168.48.128.1079: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.723685 IP 192.168.48.128.1079 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.724158 IP 192.168.48.131.59445 > 192.168.48.128.19801: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.724587 IP 192.168.48.128.19801 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.733093 IP 204.79.197.200.http > 192.168.48.128.1114: Flags [P.], seq 1:281, ack 386, win 64240, length 280
15:45:29.736413 IP 192.168.48.128.1026 > 192.168.48.2.domain: 16+ A? www.bing.com. (30)
15:45:29.741337 IP 192.168.48.2.domain > 192.168.48.128.1026: 16 2/4/4 CNAME any.edge.bing.com., A 204.79.197.200 (215)
15:45:29.743282 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [S], seq 4112787924, win 64240, options [mss 1460,nop,nop,sackOK], length 0
15:45:29.768992 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [S.], seq 396843137, ack 4112787925, win 64240, options [mss 1460], length 0
15:45:29.769547 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
15:45:29.770115 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [P.], seq 1:481, ack 1, win 64240, length 480
15:45:29.771387 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [.], ack 481, win 64240, length 0
15:45:29.819789 IP 192.168.48.131.59446 > 192.168.48.128.7402: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.820240 IP 192.168.48.128.7402 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.822240 IP 192.168.48.131.59446 > 192.168.48.128.902: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.822396 IP 192.168.48.131.59446 > 192.168.48.128.2006: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.822432 IP 192.168.48.131.59446 > 192.168.48.128.5718: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.822815 IP 192.168.48.131.59446 > 192.168.48.128.90: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.823343 IP 192.168.48.128.902 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.823421 IP 192.168.48.128.2006 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.823451 IP 192.168.48.128.5718 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.823480 IP 192.168.48.128.90 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.825513 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 1:3564, ack 481, win 64240, length 3563
15:45:29.825674 IP 192.168.48.131.59446 > 192.168.48.128.19801: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.825714 IP 192.168.48.131.59446 > 192.168.48.128.1079: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:29.825921 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 2921, win 64240, length 0
15:45:29.825999 IP 192.168.48.128.19801 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.826103 IP 192.168.48.128.1079 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:29.828172 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 3564:19948, ack 481, win 64240, length 16384
15:45:29.828626 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 5024, win 64240, length 0
15:45:29.828726 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 7944, win 64240, length 0
15:45:29.828773 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 10864, win 62780, length 0
15:45:29.828802 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 13784, win 59860, length 0
15:45:29.828848 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 16704, win 56940, length 0
15:45:29.828942 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 19624, win 54020, length 0
15:45:29.830410 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 19948:20262, ack 481, win 64240, length 314
15:45:29.830503 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 19948, win 64240, length 0
15:45:29.830641 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 20262, win 63926, length 0
15:45:29.832862 IP 204.79.197.200.http > 192.168.48.128.1114: Flags [P.], seq 1:281, ack 386, win 64240, length 280
15:45:29.833120 IP 192.168.48.128.1114 > 204.79.197.200.http: Flags [.], ack 281, win 63960, length 0
15:45:29.901821 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [P.], seq 481:1040, ack 20262, win 63926, length 559
15:45:29.902689 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [.], ack 1040, win 64240, length 0
15:45:29.920558 IP 192.168.48.131.59445 > 192.168.48.128.3889: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.921145 IP 192.168.48.131.59445 > 192.168.48.128.8222: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.921586 IP 192.168.48.131.59445 > 192.168.48.128.2522: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.921791 IP 192.168.48.131.59445 > 192.168.48.128.1443: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.921999 IP 192.168.48.131.59445 > 192.168.48.128.8009: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:29.922677 IP 192.168.48.128.3889 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.922880 IP 192.168.48.128.8222 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.922916 IP 192.168.48.128.2522 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.922947 IP 192.168.48.128.1443 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.922978 IP 192.168.48.128.8009 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:29.927400 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 20262:21722, ack 1040, win 64240, length 1460
15:45:29.929181 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 21722:27162, ack 1040, win 64240, length 5440
15:45:29.929775 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 23182, win 64240, length 0
15:45:29.930091 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 26102, win 64240, length 0
15:45:29.971255 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [P.], seq 1040:1602, ack 27162, win 63180, length 562
15:45:29.973362 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [.], ack 1602, win 64240, length 0
15:45:30.009227 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 27162:31629, ack 1602, win 64240, length 4467
15:45:30.010121 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 30082, win 64240, length 0
15:45:30.010208 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 31629, win 64240, length 0
15:45:30.020741 IP 192.168.48.131.59446 > 192.168.48.128.3889: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:30.021149 IP 192.168.48.128.3889 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:30.023226 IP 192.168.48.131.59446 > 192.168.48.128.8009: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:30.023678 IP 192.168.48.131.59446 > 192.168.48.128.1443: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:30.023933 IP 192.168.48.131.59446 > 192.168.48.128.2522: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:30.024327 IP 192.168.48.131.59446 > 192.168.48.128.8222: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:30.025716 IP 192.168.48.128.8009 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:30.026478 IP 192.168.48.128.1443 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:30.026576 IP 192.168.48.128.2522 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:30.026608 IP 192.168.48.128.8222 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:30.121779 IP 192.168.48.131.59445 > 192.168.48.128.5802: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:30.122603 IP 192.168.48.131.59445 > 192.168.48.128.50800: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:30.122942 IP 192.168.48.131.59445 > 192.168.48.128.6502: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:30.124289 IP 192.168.48.131.59445 > 192.168.48.128.1021: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:30.125363 IP 192.168.48.128.5802 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:30.125911 IP 192.168.48.128.50800 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:30.128603 IP 192.168.48.128.6502 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:30.129575 IP 192.168.48.128.1021 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:30.187596 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [P.], seq 1602:2299, ack 31629, win 64240, length 697
15:45:30.188050 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [.], ack 2299, win 64240, length 0
15:45:30.204571 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [S], seq 4112969265, win 64240, options [mss 1460,nop,nop,sackOK], length 0
15:45:30.215455 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 31629:31868, ack 2299, win 64240, length 239
15:45:30.222823 IP 192.168.48.131.59446 > 192.168.48.128.5802: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:30.223423 IP 192.168.48.128.5802 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:30.225708 IP 192.168.48.131.59446 > 192.168.48.128.1021: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:30.227925 IP 192.168.48.131.59446 > 192.168.48.128.6502: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:30.228076 IP 192.168.48.131.59446 > 192.168.48.128.50800: Flags [S], seq 2624084570, win 1024, options [mss 1460], length 0
15:45:30.228128 IP 192.168.48.128.1021 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:30.228812 IP 192.168.48.128.6502 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:30.228908 IP 192.168.48.128.50800 > 192.168.48.131.59446: Flags [R.], seq 0, ack 2624084571, win 0, length 0
15:45:30.235344 IP 204.79.197.200.http > 192.168.48.128.1116: Flags [S.], seq 30294477, ack 4112969266, win 64240, options [mss 1460], length 0
15:45:30.235612 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 1, win 64240, length 0
15:45:30.236125 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [P.], seq 1:1040, ack 1, win 64240, length 1039
15:45:30.236655 IP 204.79.197.200.http > 192.168.48.128.1116: Flags [.], ack 1040, win 64240, length 0
15:45:30.270132 IP 204.79.197.200.http > 192.168.48.128.1116: Flags [P.], seq 1:11720, ack 1040, win 64240, length 11719
15:45:30.270603 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 2921, win 64240, length 0
15:45:30.270700 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 5841, win 64240, length 0
15:45:30.270756 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 8761, win 64240, length 0
15:45:30.270786 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 11681, win 61320, length 0
15:45:30.271109 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [.], ack 11720, win 64240, length 0
15:45:30.300747 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [P.], seq 2299:2911, ack 31868, win 64001, length 612
15:45:30.301146 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [.], ack 2911, win 64240, length 0
15:45:30.311590 IP 192.168.48.128.1116 > 204.79.197.200.http: Flags [P.], seq 1040:1894, ack 11720, win 64240, length 854
15:45:30.312074 IP 204.79.197.200.http > 192.168.48.128.1116: Flags [.], ack 1894, win 64240, length 0
15:45:30.323045 IP 192.168.48.131.59445 > 192.168.48.128.5822: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:30.323329 IP 192.168.48.131.59445 > 192.168.48.128.50636: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:30.323509 IP 192.168.48.131.59445 > 192.168.48.128.1104: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:30.323639 IP 192.168.48.131.59445 > 192.168.48.128.33: Flags [S], seq 2624150107, win 1024, options [mss 1460], length 0
15:45:30.324003 IP 192.168.48.128.5822 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:30.324311 IP 192.168.48.128.50636 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:30.325006 IP 192.168.48.128.1104 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:30.325442 IP 192.168.48.128.33 > 192.168.48.131.59445: Flags [R.], seq 0, ack 2624150108, win 0, length 0
15:45:30.332860 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 31868:49388, ack 2911, win 64240, length 17520
15:45:30.333568 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 49388:53768, ack 2911, win 64240, length 4380
15:45:30.334200 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 34788, win 64240, length 0
15:45:30.334875 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 37708, win 64240, length 0
15:45:30.335851 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 40628, win 64240, length 0
15:45:30.335882 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 43548, win 61320, length 0
15:45:30.335923 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 46468, win 58400, length 0
15:45:30.335964 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 49388, win 55480, length 0
15:45:30.336048 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 53768:71288, ack 2911, win 64240, length 17520
15:45:30.336461 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [.], seq 71288:72748, ack 2911, win 64240, length 1460
15:45:30.336667 IP 204.79.197.200.http > 192.168.48.128.1115: Flags [P.], seq 72748:74208, ack 2911, win 64240, length 1460
15:45:30.337157 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 52308, win 52560, length 0
15:45:30.337278 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 55228, win 49640, length 0
15:45:30.337609 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 58148, win 46720, length 0
15:45:30.337719 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 61068, win 43800, length 0
15:45:30.337920 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 63988, win 40880, length 0
15:45:30.338143 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 66908, win 37960, length 0
15:45:30.338282 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 69828, win 35040, length 0
15:45:30.338428 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 72748, win 32120, length 0
15:45:30.340070 IP 204.79.197.200.http > 192.168.48.128.1116: Flags [P.], seq 11720:27780, ack 1894, win 64240, length 16060
15:45:30.340448 IP 192.168.48.128.1115 > 204.79.197.200.http: Flags [.], ack 74208, win 34420, length 0
